"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
"U102","SSOP28","-124.543mil","1156.291mil","29mil","1322.63mil","29mil","1322.63mil","B","270.00","AWI501D"
"U103","SSOP28","-372.457mil","2178.968mil","-526mil","2012.63mil","-526mil","2012.63mil","B","90.00","AWI501E"
"U106","SMT_OSCILLATOR","765mil","1900.63mil","845mil","2000.63mil","855mil","2000.63mil","B","270.00","CRY-16-MHZ"
"U107","SOT23-5A","499mil","775.13mil","549mil","812.63mil","549mil","812.63mil","B","180.00","REG LINEAR LT1930"
"U108","SC70","-634mil","994.63mil","-634mil","994.63mil","-608.409mil","951.323mil","B","180.00","Single And Gate"
"U109","SC70","-436mil","844.63mil","-436mil","844.63mil","-461.591mil","887.937mil","B","360.00","74VHC1GT08"
"R133","0603","-99mil","2309.63mil","-69mil","2309.63mil","-69mil","2309.63mil","B","180.00","10K"
"D4","404-1032-2-ND","404mil","2242.63mil","404mil","2242.63mil","404mil","2307.591mil","B","90.00","BLED"
"R32","0603","313mil","2230mil","313mil","2260mil","313mil","2260mil","B","270.00","330"

