"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
"R7","0603","2481mil","1294mil","2481mil","1264mil","2481mil","1264mil","T","90.00","6.8K"
"R11","0603","2406mil","1299mil","2406mil","1269mil","2406mil","1269mil","T","90.00","68"
"R16","0603","2726mil","1409mil","2756mil","1409mil","2756mil","1409mil","T","180.00","22K"
"Y1","RESONATOR","2692.071mil","1251.468mil","2691mil","1248mil","2740mil","1333mil","T","0.00","916.5_Resonator"
"R19","0603","3130mil","1443mil","3100mil","1443mil","3100mil","1443mil","T","360.00","2K"
"R24","0603","3130mil","1373mil","3100mil","1373mil","3100mil","1373mil","T","360.00","100K"
"C22","0603","2314mil","1363mil","2284mil","1363mil","2284mil","1363mil","T","0.00","DNS"
"C23","0603","2314mil","1413mil","2284mil","1413mil","2284mil","1413mil","T","0.00","DNS"
"U3","SO8_SMALL","3092.614mil","1118.575mil","3131mil","1212mil","3131mil","1212mil","T","180.00","DS1631"
"U6","SC70","3246mil","1419mil","3246mil","1419mil","3271.591mil","1462.307mil","T","180.00","MAX9119EXK+"
"U2","SC70","3019mil","1419mil","3019mil","1419mil","3044.591mil","1462.307mil","T","180.00","MIC861"
"Q1","3_PIN_ULTRA_SUPER_MINI_MOLD","2480.685mil","1063.409mil","2461mil","1089mil","2461mil","1089mil","T","270.00","NE85619"
"Q2","3_PIN_ULTRA_SUPER_MINI_MOLD","2476.685mil","1557.409mil","2457mil","1583mil","2457mil","1583mil","T","270.00","NE85619"
"U1","SSOP20_WIDE","2892.843mil","1690.457mil","3008mil","1844mil","3008mil","1844mil","T","180.00","PIC16F690"
"U5","SOT23-5A","2668.5mil","1799mil","2631mil","1749mil","2631mil","1749mil","T","90.00","TC1070"
"R26","0603","3235mil","1533mil","3265mil","1533mil","3265mil","1533mil","T","180.00","4.7M"
"L1","0603","2356mil","1059mil","2356mil","1089mil","2356mil","1089mil","T","270.00","2.7nH"
"E2","Antenna1","2296mil","1059mil","2296mil","1059mil","2296mil","1059mil","T","0.00","#NAME?"
"E3","Antenna1","2318mil","1833mil","2318mil","1833mil","2318mil","1833mil","T","0.00","#NAME?"
"EH2","EH_D0500P1000","2745mil","1923mil","2745mil","1923mil","2745mil","1923mil","T","90.00","#NAME?"
"EH1","EH_D0500P1000","2805mil","1923mil","2805mil","1923mil","2805mil","1923mil","T","0.00","#NAME?"
"B1","BATT_HOLDER1","2780.157mil","1428mil","2790mil","1428mil","2356.929mil","1428mil","B","270.00","BATT HOLDER COIN CR2032 CUT"
"R9","0603","3261mil","2808mil","3261mil","2778mil","3261mil","2778mil","T","90.00","39K"
"J1","CONN5","3125mil","2987mil","3025mil","2987mil","3025mil","2987mil","T","360.00","1X5 HEADER"
"C20","0603","2666mil","2703mil","2636mil","2703mil","2636mil","2703mil","T","360.00","15pF"
"C17","0603","2636mil","2613mil","2636mil","2583mil","2636mil","2583mil","T","90.00",".01uF"
"C11","0603","2726mil","2523mil","2696mil","2523mil","2696mil","2523mil","T","360.00",".1uF"
"C15","0603","2551mil","2353mil","2551mil","2383mil","2551mil","2383mil","T","270.00","0.1 uF"
"C18","0603","3180.866mil","2140mil","3180.866mil","2110mil","3180.866mil","2110mil","T","90.00","0.1 uF"
"C24","0603","2411mil","2898mil","2441mil","2898mil","2441mil","2898mil","T","180.00","0.1 uF"
"L3","0603","2331mil","2233.937mil","2331mil","2263.937mil","2331mil","2263.937mil","T","270.00","0.18uH"
"L6","0603","2562mil","2622mil","2562mil","2592mil","2562mil","2592mil","T","90.00","0.33uH"
"R2","0603","2636mil","2495mil","2636mil","2525mil","2636mil","2525mil","T","270.00","1 M"
"R17","0603","2532mil","2820mil","2562mil","2820mil","2562mil","2820mil","T","180.00","2K"
"R12","0603","2449mil","2794mil","2449mil","2764mil","2449mil","2764mil","T","90.00","10"
"R13","0603","2319mil","2619mil","2319mil","2649mil","2319mil","2649mil","T","270.00","10"
"C6","0603","2344mil","2341mil","2344mil","2311mil","2344mil","2311mil","T","90.00","100 pF"
"C7","0603","2532mil","2762mil","2562mil","2762mil","2562mil","2762mil","T","180.00","100 pF"
"C8","0603","2581mil","2148mil","2551mil","2148mil","2551mil","2148mil","T","360.00","1000 pF"
"C9","0603","2319mil","2739mil","2319mil","2769mil","2319mil","2769mil","T","270.00","1000 pF"
"C10","0603","2532mil","2702mil","2502mil","2702mil","2502mil","2702mil","T","0.00","1000 pF"
"C4","0603","3236mil","2718mil","3266mil","2718mil","3266mil","2718mil","T","180.00","10pF"
"C26","0603","3196mil","2808mil","3196mil","2778mil","3196mil","2778mil","T","90.00","15pF"
"C27","0603","3115mil","2917mil","3085mil","2917mil","3085mil","2917mil","T","360.00","15pF"
"R18","0603","2906mil","2423mil","2936mil","2423mil","2936mil","2423mil","T","180.00","1K"
"C2","0603","2411mil","2118mil","2411mil","2088mil","2411mil","2088mil","T","90.00","2 PF"
"C3","0603","2379mil","2619mil","2379mil","2589mil","2379mil","2589mil","T","90.00","2 pF"
"C21","0603","2314mil","2521mil","2284mil","2521mil","2284mil","2521mil","T","0.00","1.5pF"
"R6","0603","2740.41mil","2113.59mil","2740.41mil","2083.59mil","2740.41mil","2083.59mil","T","90.00","22"
"R21","0603","2906mil","2473mil","2936mil","2473mil","2936mil","2473mil","T","180.00","220K"
"C14","0603","2816mil","2483mil","2816mil","2513mil","2816mil","2513mil","T","270.00","100pF"
"U4","SO8","2923mil","2222mil","2848mil","2112mil","2848mil","2112mil","T","90.00","24aa256"
"Q3","SOT23_FET","2538.5mil","2485mil","2576mil","2525mil","2538mil","2445mil","T","180.00","2N7002"
"L2","0603","2581mil","2088mil","2611mil","2088mil","2611mil","2088mil","T","180.00","10nH"
"R23","0603","3115mil","2697mil","3085mil","2697mil","3085mil","2697mil","T","360.00","300K"
"Y2","CRYSTAL_ABRACON_ABS07","3105mil","2812mil","3105mil","2812mil","3105mil","2764.756mil","T","90.00","32.768KHZ CRYSTAL"
"C12","0603","2666mil","2113.59mil","2666mil","2083.59mil","2666mil","2083.59mil","T","90.00","33 pF"
"C13","0603","2430mil","2705mil","2400mil","2705mil","2400mil","2705mil","T","360.00","33 pF"
"R20","0603","2696mil","2613mil","2696mil","2643mil","2696mil","2643mil","T","270.00","2.7K"
"R1","0603","3115mil","2607mil","3085mil","2607mil","3085mil","2607mil","T","360.00","39K"
"R10","0603","2481mil","2242mil","2481mil","2272mil","2481mil","2272mil","T","270.00","39K"
"R15","0603","2910mil","2532mil","2940mil","2532mil","2940mil","2532mil","T","180.00","39K"
"R3","0603","3235mil","2652mil","3205mil","2652mil","3205mil","2652mil","T","360.00","39K"
"R4","0603","2905mil","2982mil","2935mil","2982mil","2935mil","2982mil","T","180.00","39K"
"R5","0603","3175mil","2342mil","3205mil","2342mil","3205mil","2342mil","T","180.00","39K"
"R8","0603","2550mil","2248mil","2550mil","2218mil","2550mil","2218mil","T","90.00","4.7 K"
"C19","0603","2405mil","2238mil","2405mil","2208mil","2405mil","2208mil","T","90.00","2.7 pF"
"R14","0603","2531mil","2898mil","2501mil","2898mil","2501mil","2898mil","T","0.00","470"
"R7","0603","2481mil","2353mil","2481mil","2323mil","2481mil","2323mil","T","90.00","6.8K"
"R11","0603","2406mil","2358mil","2406mil","2328mil","2406mil","2328mil","T","90.00","68"
"R16","0603","2726mil","2468mil","2756mil","2468mil","2756mil","2468mil","T","180.00","22K"
"Y1","RESONATOR","2692.071mil","2310.468mil","2691mil","2307mil","2740mil","2392mil","T","0.00","916.5_Resonator"
"R19","0603","3130mil","2502mil","3100mil","2502mil","3100mil","2502mil","T","360.00","2K"
"R24","0603","3130mil","2432mil","3100mil","2432mil","3100mil","2432mil","T","360.00","100K"
"C22","0603","2314mil","2422mil","2284mil","2422mil","2284mil","2422mil","T","0.00","DNS"
"C23","0603","2314mil","2472mil","2284mil","2472mil","2284mil","2472mil","T","0.00","DNS"
"U3","SO8_SMALL","3092.614mil","2177.575mil","3131mil","2271mil","3131mil","2271mil","T","180.00","DS1631"
"U6","SC70","3246mil","2478mil","3246mil","2478mil","3271.591mil","2521.307mil","T","180.00","MAX9119EXK+"
"U2","SC70","3019mil","2478mil","3019mil","2478mil","3044.591mil","2521.307mil","T","180.00","MIC861"
"Q1","3_PIN_ULTRA_SUPER_MINI_MOLD","2480.685mil","2122.409mil","2461mil","2148mil","2461mil","2148mil","T","270.00","NE85619"
"Q2","3_PIN_ULTRA_SUPER_MINI_MOLD","2476.685mil","2616.409mil","2457mil","2642mil","2457mil","2642mil","T","270.00","NE85619"
"U1","SSOP20_WIDE","2892.843mil","2749.457mil","3008mil","2903mil","3008mil","2903mil","T","180.00","PIC16F690"
"U5","SOT23-5A","2668.5mil","2858mil","2631mil","2808mil","2631mil","2808mil","T","90.00","TC1070"
"R26","0603","3235mil","2592mil","3265mil","2592mil","3265mil","2592mil","T","180.00","4.7M"
"L1","0603","2356mil","2118mil","2356mil","2148mil","2356mil","2148mil","T","270.00","2.7nH"
"E2","Antenna1","2296mil","2118mil","2296mil","2118mil","2296mil","2118mil","T","0.00","#NAME?"
"E3","Antenna1","2318mil","2892mil","2318mil","2892mil","2318mil","2892mil","T","0.00","#NAME?"
"EH2","EH_D0500P1000","2745mil","2982mil","2745mil","2982mil","2745mil","2982mil","T","90.00","#NAME?"
"EH1","EH_D0500P1000","2805mil","2982mil","2805mil","2982mil","2805mil","2982mil","T","0.00","#NAME?"
"B1","BATT_HOLDER1","2780.157mil","2487mil","2790mil","2487mil","2356.929mil","2487mil","B","270.00","BATT HOLDER COIN CR2032 CUT"

